"Id","FNC1","FNC3","FNC7","FNC8","FNC10","FNC11","FNC18","FNC32","FNC33","FNC38","FNC42","FNC50","FNC51","FNC54","FNC56","FNC58","FNC59","FNC60","FNC63","FNC65","FNC67","FNC68","FNC71","FNC73","FNC78","FNC81","FNC84","FNC86","FNC88","FNC89","FNC91","FNC92","FNC95","FNC106","FNC107","FNC108","FNC112","FNC114","FNC128","FNC130","FNC135","FNC136","FNC137","FNC138","FNC139","FNC145","FNC148","FNC155","FNC157","FNC158","FNC161","FNC165","FNC166","FNC167","FNC175","FNC179","FNC182","FNC184","FNC187","FNC189","FNC192","FNC193","FNC194","FNC202","FNC205","FNC207","FNC208","FNC214","FNC217","FNC224","FNC231","FNC232","FNC233","FNC234","FNC238","FNC257","FNC261","FNC270","FNC272","FNC274","FNC277","FNC280","FNC287","FNC289","FNC290","FNC295","FNC298","FNC301","FNC304","FNC307","FNC310","FNC313","FNC317","FNC322","FNC325","FNC330","FNC331","FNC333","FNC336","FNC338","FNC340","FNC342","FNC347","FNC353","FNC366","FNC368","FNC374","SBM_map26","SBM_map40","SBM_map64","SBM_map69","SBM_map73"
197297,0.12467,-0.13066,-0.12771,-0.3123,-0.3095,-0.24067,-0.03552,0.43025,0.72798,-0.43241,0.10285,0.34654,-0.38989,0.60611,0.55801,0.65843,0.37534,-0.057657,-0.40595,-0.51254,0.09123,-0.083177,-0.32715,-0.11975,0.31977,0.36657,0.041707,0.6198,0.8745,-0.51335,0.69344,0.27779,-0.87576,0.39436,-0.0055708,0.76737,-0.55682,0.6485,0.39095,0.79847,-0.0023557,0.59973,0.25046,0.15409,0.43095,-0.87824,0.36156,-0.31495,-0.032022,-0.019953,-0.27616,0.3959,-0.29799,0.22349,-0.47456,0.22011,0.75174,0.26628,0.75598,0.42131,-0.31847,0.50501,0.17935,-0.1308,-0.33748,0.23439,0.29252,0.030979,0.04519,-0.059674,0.21212,0.018735,-0.00089113,0.22622,0.22012,0.41237,-0.014171,-0.82297,-0.92459,-0.33686,0.21902,-0.74292,0.71751,-0.11057,0.023507,-0.24269,0.37916,0.13386,-0.19457,-0.17225,-0.035719,0.48334,0.44552,0.75694,0.60035,0.43521,-0.28472,0.49393,0.059862,0.024915,-0.064453,0.28383,0.72958,-0.5253,-0.2125,0.4128,0.77866,-0.645725359922522,0.154872427454052,-0.435160938251267,0.363667848387983,0.367414888821043
199397,0.075604,-0.2227,-0.163,0.14211,0.24046,0.14948,0.43737,0.05738,0.82281,0.5894,-0.012808,0.27408,0.048229,0.69204,0.42531,0.69996,0.47624,0.65037,0.55126,-0.27467,-0.26727,-0.077361,0.33656,0.57786,-0.29877,0.080325,0.49859,0.22576,0.45222,0.04033,-0.10826,0.22567,0.43518,0.36046,0.52869,0.1754,-0.010646,0.027725,0.27351,0.11113,-0.17691,-0.095515,0.25736,-0.52865,0.31069,-0.46192,0.0356,0.10549,-0.21441,0.11813,0.28649,-0.058083,0.13918,0.36706,0.011952,-0.18064,0.66057,0.025245,-0.26984,0.77866,0.72012,0.43686,0.12258,0.34493,0.2106,-0.002164,0.49047,-0.077104,-0.090535,-0.22181,-0.10924,-0.14266,0.10062,-0.2262,0.18288,-0.34843,-0.027287,-0.1711,-0.26987,0.025015,-0.013745,0.33161,-0.10114,0.46991,0.55008,0.13801,-0.14754,0.22127,0.21613,0.036524,0.047261,0.49017,-0.14615,0.15168,0.71664,0.60877,-0.3087,0.64931,-0.47067,0.20681,0.72602,-0.17619,0.74708,-0.22798,-0.011162,0.092448,0.20061,0.903309130284156,-1.05584701137974,-0.275718980994245,0.831973210933166,-1.19921555574597
216806,-0.12863,-0.50519,-0.41828,-0.52762,-0.24819,-0.56454,0.42872,0.3558,0.22264,0.15042,-0.28982,0.15488,-0.16883,0.62068,0.19232,0.50222,0.36823,0.4685,-0.12773,0.17417,-0.26822,-0.11107,-0.12786,0.012964,-0.38842,0.46981,0.40378,0.30809,0.38826,0.34684,-0.49541,0.25242,0.28903,0.51798,0.21429,0.074367,0.43146,-0.58148,0.17034,0.065037,-0.56114,-0.75008,0.36229,-0.66826,0.12322,-0.49477,0.49165,0.12493,-0.26937,-0.30031,-0.04592,0.039631,0.075161,-0.38427,0.22909,-0.526,0.098386,-0.18714,-0.43672,0.35562,0.03045,0.61504,0.73778,0.23744,-0.54635,0.23196,0.58195,-0.47582,-0.29277,-0.59644,-0.21708,-0.2742,-0.40901,-0.37101,-0.26181,-0.1915,-0.16133,0.081132,0.35172,0.44671,-0.04581,-0.018167,0.0021691,-0.37384,0.21677,0.28967,-0.4461,0.3371,-0.085969,0.17621,0.034059,-0.16674,-0.39613,0.41541,0.50347,0.61195,-0.45349,0.42609,-0.10223,-0.033134,0.53497,-0.096616,0.6461,-0.12253,0.04171,0.2384,-0.11094,0.331595185083966,1.00770185189172,0.728752609997894,1.69890323695791,1.22930461838258
222333,0.41073,0.2107,-0.18714,0.16845,0.61775,-0.12583,-0.03288,0.33887,0.36899,0.30381,0.25175,0.53514,-0.10221,0.41899,0.29077,0.39189,0.089224,0.28476,0.12751,0.27267,0.092681,0.1794,0.14423,0.1905,0.165,0.17991,0.44258,0.59151,-0.0065625,0.52677,0.30197,-0.36311,0.10423,0.38728,0.45127,0.40945,0.40729,0.20812,0.24146,0.18079,-0.065169,0.18061,0.022494,0.45813,-0.1814,0.23891,0.692,-0.035076,-0.3801,0.22804,-0.16042,-0.13199,0.0149,0.32461,0.071948,0.11458,0.34178,0.0022905,0.054048,0.52503,0.030916,0.15191,0.82447,0.42348,0.22866,0.5671,0.6443,0.42913,-0.17383,0.014163,0.31325,0.027032,-0.03645,-0.021266,-0.064265,0.21522,0.3746,0.46487,-0.31987,0.33673,0.22807,0.53526,0.3767,0.5349,-0.093329,0.48826,0.15702,0.17697,0.42953,0.40688,-0.19152,0.081603,0.092912,0.27994,0.079672,0.098136,0.17442,0.059411,0.58562,0.66891,0.4171,0.18449,-0.090776,0.14575,-0.085424,0.47007,0.062451,0.0870525207090949,0.0836272688317471,0.609465348022747,-2.27946902599929,-1.24434564001973
224755,0.060503,0.060136,-0.39565,0.12696,0.21116,0.24575,0.11299,0.3206,0.22586,0.425,-0.25228,0.07165,0.45191,0.1243,0.0541,-0.35351,0.2788,0.36268,-0.17761,-0.23422,-0.37166,-0.52552,-0.14241,0.010809,0.025483,0.15585,0.1899,0.05741,-0.27258,0.14429,0.027853,-0.11463,0.12607,0.37913,0.58532,0.051991,0.23991,-0.0046977,0.084664,-0.33007,-0.48292,-0.45748,0.035077,0.13093,0.012554,0.2532,-0.07501,-0.08523,-0.10327,-0.45335,0.28722,-0.21219,0.13342,0.25411,0.28012,-0.15792,0.34737,-0.37863,-0.25553,0.55613,0.4376,0.33962,0.095907,-0.073934,0.23619,-0.16385,0.17892,-0.2188,-0.096846,0.20969,0.1925,0.094086,-0.40554,0.064376,-0.3326,0.13933,-0.30579,-0.19581,0.051231,0.3217,-0.17884,-0.16264,-0.17437,0.47825,0.38116,0.292,-0.30186,0.59061,0.52115,0.30719,-0.57786,0.40547,-0.0049278,-0.12663,0.6206,0.14976,-0.16643,0.18422,-0.3231,0.37323,0.42888,0.39848,0.51857,0.213,-0.1282,0.21897,0.11818,-1.37848892430526,-0.454270690381685,1.2080101106216,0.692747331826159,0.373369513796541
244353,0.038501,-0.43225,-0.33856,0.61053,0.31532,-0.20219,-0.41783,0.40596,-0.065368,-0.41759,0.38275,-0.419,0.63103,-0.11536,-0.078319,-0.30499,0.51656,0.58279,0.23706,-0.063388,-0.11364,0.23756,-0.18952,0.28252,0.14388,0.67016,-0.023893,-0.10482,0.39307,-0.06502,0.7047,-0.37161,-0.42364,-0.10334,0.24388,0.15883,-0.036102,0.60882,-0.28586,-0.24195,-0.34364,0.010663,-0.44006,0.63696,0.099164,0.41808,0.57722,0.13166,0.39982,-0.44496,-0.032742,-0.7351,0.65129,0.26666,0.31659,0.30633,0.52341,0.12828,0.15584,0.63596,0.5453,-0.056317,-0.011324,0.41233,-0.28234,0.21297,0.11374,0.10899,0.18941,0.22953,0.086616,0.027113,-0.19103,-0.032795,-0.18155,-0.11727,0.50363,0.8814,-0.065192,0.24271,-0.4698,0.27913,-0.49832,-0.14299,0.051565,-0.05225,-0.13645,-0.22493,0.33475,0.1487,-0.48218,-0.14227,0.055848,-0.025393,0.12792,0.6679,-0.55735,0.54637,0.6472,0.78261,0.83469,-0.49804,-0.060163,-0.17532,0.12172,-0.13695,-0.080351,0.416295567265141,-0.0168947881911234,-0.243151158726402,1.05852970623223,-1.30857504178246
259678,0.41289,-0.52102,-0.13431,-0.096162,0.25,-0.20489,-0.19336,0.37963,0.56415,0.22777,0.38864,0.65469,-0.098876,0.64254,0.48082,0.58874,0.49243,0.054685,-0.24444,0.53898,-0.079184,-0.38065,-0.25941,-0.04495,0.60041,-0.095875,0.049821,0.55195,-0.53128,0.58969,-0.26297,-0.58817,-0.51756,0.6108,-0.20045,0.45654,0.49264,0.10775,0.24425,0.31996,-0.25695,-0.10715,-0.12196,-0.33967,0.095674,-0.2401,0.035385,-0.098053,-0.026701,0.15746,0.21059,0.38331,-0.30807,-0.30023,0.75162,0.36023,0.54783,0.33953,0.28907,0.079901,0.090619,0.215,0.72863,0.34795,0.10037,0.58346,0.026538,0.037442,-0.10139,-0.11746,0.22907,0.050232,0.1227,0.16403,0.26362,0.038232,-0.28357,0.56307,-0.59304,-0.22192,0.3493,0.53919,0.17436,0.044497,-0.36304,0.031606,0.17397,0.44215,0.32498,0.35875,0.47504,0.66168,-0.1607,-0.094577,0.45457,0.2525,-0.029917,-0.11976,0.11128,-0.15695,0.54255,0.11271,0.40621,-0.068034,0.10833,0.24838,-0.13434,0.301361312628532,0.452003938276039,1.29709464798504,-1.21017962734574,1.44759923234919
267327,0.13903,-0.45685,-0.49113,-0.28846,-0.15503,0.055303,0.30358,0.4797,0.47958,0.38612,0.1969,0.29137,0.49884,0.82992,-0.37288,0.76015,0.18564,0.18606,0.39258,0.037217,-0.14555,-0.1491,0.42526,-0.083426,-0.13889,0.61845,0.10463,0.29532,0.44106,0.12884,-0.19854,-0.19167,0.63643,0.46864,0.51999,0.54739,0.41489,0.092778,0.06946,-0.24507,-0.14632,-0.015961,-0.10987,-0.015054,0.031803,0.23868,0.58039,0.27543,-0.19093,-0.27567,0.47707,0.17127,0.35825,0.077377,0.20818,0.16164,0.23704,-0.035837,0.098843,0.2921,0.62696,0.59072,0.65693,0.023552,-0.081593,0.28328,0.61308,0.37629,0.32867,0.21263,0.1412,-0.11811,-0.15005,0.19224,0.12914,0.13492,0.26678,0.35802,0.17349,0.33967,-0.63518,0.4425,-0.075094,0.10218,-0.29116,0.15745,-0.22389,0.57316,0.68752,0.31521,-0.29175,0.22869,-0.012529,-0.09128,0.50301,-0.40093,-0.24895,0.3266,-0.51936,0.16426,0.45724,-0.38013,0.24331,-0.21841,0.25655,-0.06576,0.08501,-0.992704875388195,0.82634346621158,0.395740165505377,-0.800349083977181,-0.103828382888496
273218,0.1666,-0.35916,-0.31773,-0.19877,-0.18096,0.055641,-0.29737,0.33501,0.71947,0.69148,-0.28552,0.26743,0.50474,0.76389,0.49919,0.67561,-0.003221,0.42899,0.71166,-0.373,-0.59656,-0.101,0.54081,0.44931,-0.27373,0.43078,0.56274,0.44785,0.73446,-0.089684,-0.49251,0.23459,0.42237,0.00093067,0.39896,0.80576,-0.31806,-0.54828,0.31395,0.34442,-0.32534,-0.38362,0.18373,-0.39826,-0.25306,0.26823,0.13158,-0.53165,-0.50909,-0.20624,0.45361,-0.026212,0.1312,0.10513,0.10161,-0.2528,0.83394,0.35707,0.51703,0.56692,0.3447,0.41705,0.60106,-0.065114,0.39381,-0.22983,0.62196,-0.22223,-0.22522,0.26401,-0.6355,-0.14143,-0.46558,-0.36677,0.080926,0.3562,-0.18843,0.11589,0.51733,0.14927,0.22081,0.32054,-0.2183,0.57487,0.588,-0.23103,0.14218,0.43069,0.24699,0.0081276,0.028648,0.25614,-0.56601,-0.25871,0.3987,0.027438,0.0948,-0.36487,-0.33052,-0.10275,-0.10753,-0.043338,0.090139,-0.17825,0.42822,-0.14349,-0.0047013,-0.682589019061513,-2.48111007811912,-1.34747907862998,0.249534997589082,0.572448712301678
273762,-0.13851,-0.51077,-0.28348,-0.38075,-0.26102,-0.50001,-0.44448,0.42739,0.66877,0.50021,-0.22485,0.40745,0.04103,-0.03696,-0.28004,0.26741,-0.076288,-0.0080862,0.037521,-0.0015629,0.10628,0.22016,0.24524,-0.039728,0.30895,0.71162,0.54424,0.74981,0.45423,-0.24226,-0.41704,-0.32333,-0.17515,0.54299,0.44468,0.40199,-0.055543,-0.39863,0.38883,0.28546,0.53564,-0.37304,-0.48183,0.5823,0.47246,0.14418,0.58606,-0.18357,-0.55761,-0.36081,0.0068647,-0.32549,0.37707,0.60479,0.007217,0.32373,0.71756,0.24364,0.26147,0.47768,0.4929,0.57292,0.19131,0.076034,-0.15066,0.12498,0.68866,-0.40601,-0.054685,0.081917,-0.53174,-0.38505,0.05471,-0.12278,0.23792,0.50258,0.25629,0.57572,-0.17133,0.15916,-0.32531,-0.17659,-0.25717,-0.085182,0.079468,0.059605,-0.48559,-0.51012,0.28797,0.31439,-0.060632,0.6016,-0.49558,-0.31408,-0.094016,0.031052,-0.21099,-0.049301,0.35572,0.22734,0.10182,-0.21675,-0.33163,-0.31681,-0.27336,-0.060963,-0.38665,-1.8300384119448,0.205280814258799,-1.23226858228933,-0.817784673469161,-0.946138389557627
